x,y,z,label
1.513757039268573,-0.03078514276015301,-0.31853984490549553,0
1.4371949134275643,0.08150566006568273,0.3736686002752641,0
1.3862507554045234,-0.10686328569647208,0.3368070021751769,0
1.4885943924653582,0.09199488967954332,0.04941903803790949,0
1.7074119058870318,0.05340404662485233,0.269797594971805,0
1.66233098504485,0.240195043553144,0.2564667638858233,0
1.6010891208444027,-0.3290819279043468,-0.008512484245464358,0
1.468321870710624,0.27773420361297474,0.021858710027274908,0
1.3653338145098222,0.2218250284821369,0.114139042184135,0
1.7249707528084528,0.12538758247004658,0.36871761858903773,0
1.3656638750833505,-0.03751221399389609,0.06359562315733061,0
1.2840474366131813,0.06880259690382855,-0.21704690657733758,0
1.5990501633352772,-0.051909599846439614,0.19610026780830717,0
1.4072483601703039,0.1972237677023368,0.1422468046923522,0
1.4269138785165187,-0.16613239462801419,-0.010867434615813687,0
1.7285055463186887,0.1495961311089864,0.4521599653703956,0
1.6539757234434973,0.4645597580105406,0.36547104091206806,0
1.6286665474360096,-0.13899930675012806,0.12464481056395833,0
1.4820372759553335,-0.052130602091615824,0.47477076206141267,0
1.2798036683099512,-0.02077238415641186,0.36896104957435827,0
1.3195773748508843,0.019788403659484338,0.0066844095368352174,0
1.5906570457425742,0.11837835026811903,0.37013873983205636,0
1.5052195452235306,0.0693939513042812,0.21102810792136706,0
1.3766416826889842,0.6210308938253901,0.23413823267553976,0
1.2807823671961553,0.5116608091167963,0.518289889961778,0
1.3910352568571358,0.14594868466292163,0.7626912977387057,0
1.5997514047379933,0.20120417205013758,0.41818225528569236,0
1.4505932502346468,-0.2255228297338441,0.4622173005030678,0
1.231518541364915,0.2703479778660307,0.5238305681109807,0
1.5077765330803163,0.22777369878292802,0.25469112085089785,0
1.4870184765140784,0.1262058474666795,0.4762812992902857,0
1.69313848061426,0.2404217143587815,0.3222662111138138,0
1.5683161664384777,0.1965946542118051,0.47454926670598235,0
1.5777118110938757,0.16913047689023547,0.3243506460749145,0
1.1770613423974008,0.21216097755101146,0.48117661618473795,0
1.354364012196074,0.39608237736387325,0.21400143164264315,0
1.5967395874159083,0.18686970709829587,0.3801178411519075,0
1.566899791148967,0.35359234791376093,0.3049940838612615,0
1.4372542881224435,0.47150467890247777,0.5815686344450981,0
1.9178202751707363,0.2024147495834496,0.4223188807043049,0
1.3724576544184617,0.3547815225027777,0.2810047641888137,0
1.714594362887078,0.035006764647703026,0.3915430754203818,0
1.5694574495900633,0.1661137630067515,1.1205960218666968,0
1.4813011278149306,0.15621830174244028,0.4745730724063928,0
1.3528089932811702,0.20329532626750402,0.6491509443951279,0
1.6571402052689421,0.6881161681623114,0.5338273661182394,0
1.4388154222250593,0.5409132199766521,0.581167001838547,0
1.680369096369155,-0.12390002244506781,0.36659968553677447,0
1.3735170926608309,0.05853886940645597,0.5809528403434703,0
1.2017338371021649,0.39961333277267125,0.7149370298035632,0
1.4697186472049397,0.4459120897824572,0.37604534296681036,0
1.5293319057809285,0.7164514121495802,0.762819187808513,0
1.359199408790024,0.18297462063946088,0.7247305520644853,0
1.4846194769725611,0.5334461327725326,0.6349802402374671,0
1.656702194026293,0.14993867656376136,0.3098047663133493,0
1.4260331200074,0.1724976116871454,0.6456069605450211,0
1.3968636665313103,0.3561476150171646,0.6096458066860659,0
1.4500514948027114,0.33094650446200835,0.4803504519009669,0
1.6357706924737438,0.16613493967910237,0.7788139231748888,0
0.9097968312139779,0.4698563475035075,0.9039723127879532,0
1.1616507607717161,0.6366324481449092,0.4984827936636683,0
1.0776359750084374,0.2844236860880858,0.7769160009428016,0
1.2330486525882676,0.6089677690451396,0.550809072486667,0
1.6368989365560986,0.7348357264207568,0.645612598032578,0
1.1889230783115619,0.47414988045607503,0.9039883381983583,0
1.2994610720409567,0.18779016232952572,0.8934861525873936,0
1.3526165661252703,0.41336166125696167,0.8987557947499791,0
1.1982449355027514,0.476402427965103,0.5602678571126767,0
1.3390639632200498,0.3853679534194433,0.6960245156503184,0
1.6678144340784558,0.3956008432495802,0.830412715442832,0
1.4570133146045559,0.3066242307635791,0.691533713538054,0
1.4942612347888835,0.8747670686789998,0.7483220327242973,0
1.3181615654651684,-0.014177800613284497,0.6264526217711806,0
1.1956423352597698,0.7125369053146622,0.8687242727579064,0
1.186382101544768,0.3789991793648834,0.9310041497696482,0
1.31227791213905,0.31596826975625636,1.1178449507223136,0
